id,loan_amnt,funded_amnt,installment,home_ownership,annual_inc,issue_d,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,loan_status,term,fico,int_rate,revol_util,grade
1325197,14000,14000,472.46,MORTGAGE,80000,1/1/2013,NY,13.88,1,4/1/2003,1,19,0,61199,30,Current,36,550,13.11,73.7,B
1331091,16200,16200,556.28,MORTGAGE,55000,10/1/2012,CA,12.96,0,11/1/2004,0,12,0,12963,17,Current,36,525,14.33,32.4,B
1332938,21850,21850,465.97,MORTGAGE,110000,2/1/2013,NY,11.13,0,11/1/2002,0,5,0,14375,12,Current,60,571,10.16,38.9,B
1333721,4200,4200,161.43,MORTGAGE,101900,10/1/2012,MD,34.53,1,12/1/1997,0,29,0,6853,63,Current,36,566,22.47,48.6,C
1334445,22400,22400,488.6,MORTGAGE,130000,12/1/2012,CA,16.12,0,9/1/1994,0,17,0,15426,35,Current,60,582,11.14,35.5,B
1336382,12000,12000,365.23,MORTGAGE,65000,10/1/2012,GA,15.8,0,7/1/1995,0,8,0,13305,40,Current,36,536,6.03,22.2,A
1341367,16000,16000,404.3,MORTGAGE,50000,2/1/2013,MO,20.09,0,10/1/2007,0,9,0,20280,11,Current,60,519,17.77,96.1,C
1342216,22250,22250,518.76,RENT,50292,10/1/2012,PA,13.93,0,3/1/1999,3,16,0,1217,43,Current,60,519,14.09,18.7,B
1344441,17325,17325,584.67,RENT,45000,10/1/2012,NY,14.75,0,8/1/2000,0,10,0,22398,17,Current,36,512,13.11,63.1,B
1345364,6000,6000,214.73,OWN,42000,10/1/2012,PA,12.43,1,12/1/1996,1,10,0,6241,11,Current,36,507,17.27,51.2,B
1345949,17475,17475,573.27,RENT,52000,12/1/2012,NJ,19.68,0,9/1/2002,0,7,0,11521,16,Current,36,521,11.14,48.4,B
1348913,18000,18000,440.51,RENT,77000,1/1/2013,NV,17.86,0,3/1/2001,1,9,0,887,19,Current,60,547,16.29,3.6,B
1351412,10000,10000,350.59,MORTGAGE,41000,2/1/2013,FL,14.49,0,7/1/2006,1,5,0,9242,7,Current,36,505,15.8,50.5,B
1351569,10000,10000,337.47,MORTGAGE,65000,1/1/2013,MA,7.46,0,2/1/2001,3,8,3,1387,8,Charged Off,36,536,13.11,9.5,B
1351812,17000,17000,557.69,RENT,120000,2/1/2013,NY,6.75,2,12/1/2000,2,22,0,16928,44,Current,36,577,11.14,36.1,B
1353389,14700,14700,405.84,RENT,40000,10/1/2012,GA,31.53,0,12/1/2005,1,10,0,17906,11,Current,60,504,21.98,88.2,C
1358474,15000,15000,379.03,MORTGAGE,102360,12/1/2012,GA,15.56,0,10/1/1998,3,14,0,15916,24,Charged Off,60,567,17.77,47.5,C
1360473,20000,20000,625.81,MORTGAGE,100000,12/1/2012,VA,17.57,0,4/1/1999,1,9,0,18278,26,Current,36,565,7.9,65.7,A
1360543,5500,5500,192.83,RENT,75000,11/1/2012,TX,13.15,0,4/1/1999,1,8,0,4310,18,Current,36,546,15.8,41.4,B
1364775,1500,1500,54.6,RENT,32000,1/1/2013,CA,9.15,0,5/1/2002,2,4,0,7217,11,Current,36,489,18.49,92.7,C
1369168,9950,9950,358.57,OWN,30000,11/1/2012,AL,12,0,7/1/2001,0,17,0,11402,32,Current,36,485,17.77,87,C
1369927,3000,3000,107.37,RENT,56000,10/1/2012,DC,17.91,0,8/1/2000,1,16,0,8759,28,Current,36, ,17.27,69.5,B
1370645,6000,6000,205.33,RENT,40000,10/1/2012,DC,6.57,0,1/1/2008,0,5,0,10813,5,Current,36,504,14.09,61.8,B
1371466,10000,10000,342.22,MORTGAGE,57200,11/1/2012,FL,29.22,0,12/1/2001,0,10,0,33282,23,Current,36,528,14.09,90,B
1374854,4950,4950,144.8,RENT,33000,11/1/2012,SC,29.7,0,10/1/2006,2,27,0,7026,42,Charged Off,60,491,24.83,52,C
1375144,12000,12000,404.97,MORTGAGE,45000,10/1/2012,NY,11.2,1,7/1/1991,1,17,0,11069,47,Current,36,512,13.11,47.9,B
1376402,17800,17800,556.97,RENT,50000,11/1/2012,NY,3.38,0,9/1/2007,0,8,0,4262,10,Current,36,519,7.9,13.3,A
1382716,12750,12750,388.06,MORTGAGE,52000,10/1/2012,GA,2.38,0,12/1/1993,0,10,0,9659,24,Current,36,521,6.03,14.4,A
1384192,16000,16000,486.97,MORTGAGE,120000,2/1/2013,NJ,5.72,0,8/1/2004,1,9,0,10295,22,Current,36,577,6.03,16.9,A
1385381,8000,8000,250.33,OWN,35000,11/1/2012,IL,3.77,0,1/1/2002,4,7,0,1175,7,Current,36,495,7.9,10.7,A
1385388,20000,20000,552.16,RENT,48000,12/1/2012,VT,16.7,0,10/1/1999,0,7,0,15280,16,Current,60,516,21.98,99.2,C
1387724,22000,22000,571.3,RENT,104000,1/1/2013,PA,23.64,0,10/1/2001,4,20,0,23127,27,Current,60,568,19.05,85.7,C
1388328,14750,14750,497.77,MORTGAGE,100000,10/1/2012,NJ,7.91,0,6/1/1997,0,7,0,11156,19,Current,36,565,13.11,69.7,B
1390100,8875,8875,303.72,OWN,26624,10/1/2012,OR,32.09,0,2/1/2007,0,8,0,10037,15,Current,36,477,14.09,70.2,B
1391140,16800,16800,463.81,RENT,150000,10/1/2012,CA,11.05,0,3/1/2007,0,10,0,8463,14,Current,60,592,21.98,72.5,C
1394459,6400,6400,212.94,MORTGAGE,76960,11/1/2012,MT,28.38,4,12/1/1989,0,9,0,3913,36,Current,36,547,12.12,64.1,B
1395712,12000,12000,311.62,MORTGAGE,65000,10/1/2012,AR,20.42,0,10/1/1995,3,11,0,35780,35,Charged Off,60,536,19.05,63.9,C
1396814,14000,14000,429.86,MORTGAGE,120000,11/1/2012,CA,3,0,3/1/1991,2,8,0,23814,11,Current,36,577,6.62,28.1,A
1397609,7000,7000,213.05,MORTGAGE,23400,10/1/2012,GA,13.19,0,4/1/2006,0,9,0,2719,11,Current,36,468,6.03,11.7,A
1399319,20000,20000,468.8,MORTGAGE,140000,11/1/2012,NV,11.32,0,12/1/1998,0,12,0,51582,32,Current,60,587,14.33,62.9,B
1399505,6875,6875,235.28,OWN,36155,11/1/2012,NY,6.67,0,6/1/2009,0,5,0,11705,5,Current,36,497,14.09,42.1,B
1400256,13800,13800,473.87,MORTGAGE,61000,12/1/2012,GA,32.1,0,2/1/2002,2,16,0,20624,34,Current,36,532,14.33,78.1,B
1402194,8000,8000,269.98,MORTGAGE,130000,11/1/2012,CA,4.23,0,3/1/1999,7,14,0,2579,28,Current,36,582,13.11,19.5,B
1405113,10800,10800,370.86,OWN,58000,2/1/2013,NY,23.42,0,6/1/2000,2,14,0,22401,59,Current,36,529,14.33,49,B
1405618,14075,14075,537.39,RENT,75000,11/1/2012,CA,7.94,3,2/1/2007,0,3,0,752,6,Current,36,546,21.98,94,C
1407398,4000,4000,136.89,MORTGAGE,132304,11/1/2012,OR,7.7,0,10/1/1988,0,12,0,37956,36,Current,36,584,14.09,89.1,B
1410787,31300,31300,824.39,RENT,70000,2/1/2013,CA,22.95,0,10/1/1994,0,10,0,32782,19,Current,60,541,19.72,70,C
1410903,33425,33425,894.7,MORTGAGE,75000,10/1/2012,WV,19.18,2,11/1/1986,0,10,0,41060,21,Current,60,546,20.49,61.2,C
1414581,20000,20000,484.24,RENT,60000,12/1/2012,PA,26,0,5/1/2005,0,17,0,18691,23,Current,60,531,15.8,53.9,B
1414715,24575,24575,975.67,MORTGAGE,115000,12/1/2012,OH,33.22,0,10/1/1985,3,26,0,102394,53,Current,36,574,24.89,79.4,C
1414862,2700,2700,84.14,MORTGAGE,86000,2/1/2013,NH,18.57,0,5/1/1990,0,13,0,38420,23,Charged Off,36,555,7.62,52.6,A
1416165,6000,6000,218.4,RENT,43000,2/1/2013,CA,11.27,0,9/1/2006,1,5,0,5435,9,Current,36,509,18.49,97.1,C
1417972,6000,6000,196.84,MORTGAGE,65000,2/1/2013,TX,32.05,0,1/1/2000,0,12,0,25903,15,Current,36,536,11.14,96.3,B
1418030,23500,23500,735.33,MORTGAGE,70000,10/1/2012,MI,3.67,0,10/1/1999,1,13,0,7293,22,Current,36,541,7.9,28,A
1419492,28000,28000,610.75,MORTGAGE,165000,2/1/2013,MO,25.5,0,9/1/1992,0,22,0,43020,41,Current,60,598,11.14,41.1,B
1420343,17450,17450,580.6,RENT,65000,1/1/2013,CA,19.2,0,11/1/1997,1,8,0,33631,14,Current,36,536,12.12,96.2,B
1421721,22325,22325,858.04,RENT,71460,11/1/2012,CA,18.99,0,11/1/2000,1,6,0,34884,10,Current,36,543,22.47,95.6,C
1422233,3250,3250,111.22,RENT,50000,10/1/2012,NC,10.15,0,2/1/1999,3,7,0,2745,35,Current,36,519,14.09,61,B
1423738,12175,12175,418.07,MORTGAGE,55000,10/1/2012,KS,3.1,0,12/1/1999,1,2,0,4750,19,Current,36,525,14.33,86.4,B
1424212,10625,10625,364.85,MORTGAGE,53000,10/1/2012,FL,23.89,1,1/1/1990,1,13,0,11422,19,Current,36,523,14.33,53.1,B
1426115,15000,15000,499.08,RENT,52000,10/1/2012,IL,7.18,0,9/1/1972,0,5,0,16039,11,Current,36,521,12.12,40.5,B
1427585,20125,20125,627.13,MORTGAGE,45000,10/1/2012,VA,4.29,0,6/1/1994,0,13,0,73952,36,Current,36,512,7.62,1.2,A
1429572,12000,12000,388.11,RENT,68500,10/1/2012,WA,23.04,0,12/1/2003,0,13,0,13115,26,Current,36,540,10.16,57.6,B
1429740,10625,10625,380.24,RENT,45000,11/1/2012,IL,6.21,0,11/1/2006,1,10,0,5726,13,Current,36,512,17.27,50.2,B
1430154,24000,24000,809.93,RENT,99000,2/1/2013,CA,9.48,0,1/1/2001,0,5,0,29888,10,Current,36,564,13.11,91.4,B
1430805,27000,27000,857.34,MORTGAGE,95000,12/1/2012,OH,18.16,0,11/1/1991,1,16,0,14714,34,Current,36,562,8.9,57,A
1431304,18000,18000,615.99,MORTGAGE,85000,1/1/2013,FL,8.1,0,8/1/1973,0,16,0,16745,38,Current,36,554,14.09,71,B
1431505,10800,10800,328.71,RENT,86000,1/1/2013,NJ,9.4,0,4/1/2002,0,11,0,8030,30,Current,36,555,6.03,35.8,A
1432172,25000,25000,855.54,MORTGAGE,115500,2/1/2013,MD,19.4,1,11/1/2002,2,13,0,7186,21,Current,36,575,14.09,65.3,B
1432553,24000,24000,762.08,RENT,70000,12/1/2012,TX,12.62,0,9/1/2003,1,8,0,4884,35,Current,36,541,8.9,18.4,A
1433170,21625,21625,523.59,MORTGAGE,78000,1/1/2013,SC,23.31,0,11/1/1995,1,13,0,19516,27,Current,60,548,15.8,76.5,B
1434372,1775,1775,55.55,RENT,26400,10/1/2012,CA,20.8,0,4/1/2004,0,12,0,12364,27,Current,36,476,7.9,44.6,A
1435440,20000,20000,686.77,MORTGAGE,80600,10/1/2012,MO,23.24,0,3/1/1993,0,9,0,12392,32,Current,36,551,14.33,69.6,B
1435466,10000,10000,342.22,MORTGAGE,85000,10/1/2012,GA,18.76,2,12/1/1993,2,18,0,22296,47,Current,36,554,14.09,55.6,B
1439689,13000,13000,452.63,RENT,71000,1/1/2013,MA,24.2,1,11/1/1999,2,12,0,39286,33,Current,36,542,15.31,92.4,B
1439725,14400,14400,501.37,MORTGAGE,77294.57,11/1/2012,PA,17.02,0,3/1/2000,1,13,0,23979,16,Current,36,548,15.31,72,B
1442208,10200,10200,329.9,RENT,171500,2/1/2013,NY,5.72,0,1/1/2001,1,13,0,16715,23,Current,36,601,10.16,24.8,B
1442484,12700,12700,389.94,RENT,80000,11/1/2012,NY,.7,0,5/1/2004,0,7,0,643,8,Current,36,550,6.62,1.8,A
1443381,9825,9825,337.38,MORTGAGE,55000,11/1/2012,MT,15.43,0,2/1/1997,0,8,0,1002,27,Current,36,525,14.33,17,B
1444456,6400,6400,200.26,RENT,24000,10/1/2012,KS,16.65,0,5/1/2004,0,7,0,12680,12,Current,36,470,7.9,53.7,A
1445237,18000,18000,481.82,RENT,45000,11/1/2012,HI,31.01,0,4/1/2006,2,8,0,8173,16,Current,60,512,20.49,86.9,C
1446286,6000,6000,184.23,MORTGAGE,80000,11/1/2012,MN,14.38,0,5/1/1998,0,9,0,12623,19,Charged Off,36,999,6.62,31.2,A
